name,price,change
ASHOKLEY,158.18,6.2
BAJFINANCE,1042.0,3.1
MOTHERSON,115.06,2.91
M&MFIN,359.85,2.86
COROMANDEL,2349.5,2.24
RECLTD,364.25,2.2
KPITTECH,1214.3,1.62
POLICYBZR,1814.3,1.52
NATIONALUM,261.9,1.44
PFC,367.3,1.35
HINDUNILVR,2454.3,1.2
GODFRYPHLP,2931.0,1.18
BAJAJFINSV,2109.7,1.18
SHRIRAMFIN,866.6,1.17
COFORGE,1892.8,1.16
HINDZINC,475.4,1.1
ICICIBANK,1390.0,1.09
CUMMINSIND,4454.9,1.06
LT,4105.0,1.06
SONACOMS,512.4,1.03
GLENMARK,1940.6,1.0
BDL,1502.3,0.99
INDHOTEL,738.3,0.94
LTIM,5945.0,0.93
KOTAKBANK,2121.0,0.82
MUTHOOTFIN,3755.8,0.81
CHOLAFIN,1726.7,0.81
VEDL,520.4,0.79
IDEA,10.16,0.79
SRF,2831.8,0.78
HDFCBANK,1011.75,0.78
ABCAPITAL,352.45,0.76
NTPC,328.55,0.75
INDIGO,5957.0,0.74
BHEL,291.8,0.72
BAJAJHFL,105.7,0.67
ITCHOTELS,210.74,0.66
BSE,2905.0,0.63
CANBK,151.11,0.63
BHARATFORG,1440.0,0.61
JUBLFOOD,608.1,0.51
PRESTIGE,1676.3,0.51
INDUSINDBK,855.0,0.51
LTF,309.15,0.5
ENRIN,3129.0,0.49
PAYTM,1292.7,0.48
NTPCGREEN,95.0,0.48
HCLTECH,1624.8,0.43
SUNPHARMA,1812.0,0.39
ABB,5217.5,0.38
TATAPOWER,392.95,0.37
SBICARD,880.9,0.36
PREMIERENE,984.6,0.33
COCHINSHIP,1682.4,0.31
HINDALCO,803.15,0.29
EXIDEIND,366.2,0.29
360ONE,1152.9,0.25
ADANIPOWER,148.97,0.24
TATACOMM,1855.0,0.22
AUROPHARMA,1229.9,0.2
AXISBANK,1292.8,0.2
COALINDIA,378.1,0.2
NMDC,74.43,0.19
ITC,403.05,0.19
LICI,896.4,0.18
ASIANPAINT,2879.0,0.17
GMRAIRPORT,106.94,0.17
TITAN,3904.0,0.16
DABUR,518.0,0.15
ADANIPORTS,1508.5,0.15
BIOCON,399.05,0.15
HUDCO,239.45,0.12
LUPIN,2073.9,0.11
VBL,466.0,0.11
INFY,1559.5,0.1
TORNTPOWER,1317.4,0.1
CIPLA,1525.0,0.08
ASTRAL,1467.1,0.08
RVNL,323.75,0.05
NYKAA,264.56,0.04
UPL,760.85,0.03
MAXHEALTH,1162.9,0.03
OBEROIRLTY,1663.1,0.02
BANKBARODA,288.35,-0.02
IRCTC,688.35,-0.02
IRFC,118.0,-0.07
IRB,43.25,-0.07
TMPV,359.0,-0.07
IDFCFIRSTB,80.31,-0.07
POWERGRID,274.8,-0.09
PNB,124.86,-0.1
HDFCAMC,2675.5,-0.13
M&M,3681.3,-0.14
PIIND,3433.0,-0.15
LODHA,1161.7,-0.16
MPHASIS,2794.5,-0.2
PAGEIND,38920.0,-0.21
ADANIENSOL,989.0,-0.22
DRREDDY,1245.2,-0.22
